lat,lon,temp_avg,temp_min,temp_max,pm_1_avg,pm_1_min,pm_1_max,pm_2_5_avg,pm_2_5_min,pm_2_5_max,pm_10_avg,pm_10_min,pm_10_max,hum_avg,hum_min,hum_max,date
52.2,4.929,12.8,12.8,12.8,10.21,10.21,10.21,10.81,10.81,10.81,11.69,11.69,11.69,77.0,77.0,77.0,2022-11-15
52.216,4.929,12.462806,12.462806,12.462806,3.0406373,3.0406373,3.0406373,3.2153587,3.2153587,3.2153587,3.2153606,3.2153606,3.2153606,74.67764,74.67764,74.67764,2022-11-15
52.223,4.929,12.476157,12.476157,12.476157,2.4656699,2.4656699,2.4656699,2.6073527,2.6073527,2.6073527,2.6073542,2.6073542,2.6073542,73.90553,73.90553,73.90553,2022-11-15
52.224,4.929,12.433432,12.433432,12.433432,2.3825,2.3825,2.3825,2.5194037,2.5194037,2.5194037,2.5194051,2.5194051,2.5194051,73.99556,73.99556,73.99556,2022-11-15
52.187,4.93,12.5,12.5,12.5,12.46,12.46,12.46,12.88,12.88,12.88,13.66,13.66,13.66,77.0,77.0,77.0,2022-11-15
52.216,4.93,12.433432,12.433432,12.433432,3.0336785,3.0336785,3.0336785,3.2080004,3.2080004,3.2080004,3.2080023,3.2080023,3.2080023,74.358734,74.358734,74.358734,2022-11-15
52.217,4.93,12.489509,12.489509,12.489509,2.7383215,2.7383215,2.7383215,2.8956716,2.8956716,2.8956716,2.8956733,2.8956733,2.8956733,74.79666,74.79666,74.79666,2022-11-15
52.222,4.93,12.502861,12.502861,12.502861,3.2202759,3.2202759,3.2202759,3.4053202,3.4053202,3.4053202,3.405322,3.405322,3.405322,74.04288,74.04288,74.04288,2022-11-15
52.223,4.93,12.42008,12.42008,12.42008,2.6719973,2.6719973,2.6719973,2.825536,2.825536,2.825536,2.8255377,2.8255377,2.8255377,73.64461,73.64461,73.64461,2022-11-15
52.185,4.931,12.5,12.5,12.5,12.77,12.77,12.77,13.25,13.25,13.25,14.09,14.09,14.09,77.0,77.0,77.0,2022-11-15
52.186,4.931,12.5,12.5,12.5,12.86,12.86,12.86,13.3,13.3,13.3,14.1,14.1,14.1,77.0,77.0,77.0,2022-11-15
52.217,4.931,12.406729,12.406729,12.406729,2.4544039,2.4544039,2.4544039,2.5967355,2.5967355,2.5967355,2.5983639,2.5983639,2.5983639,74.91568,74.91568,74.91568,2022-11-15
52.221,4.931,12.446784,12.446784,12.446784,3.6011426,3.6011426,3.6011426,3.808076,3.808076,3.808076,3.8080842,3.8080842,3.8080842,74.09628,74.09628,74.09628,2022-11-15
52.222,4.931,12.489509,12.489509,12.489509,3.4926364,3.4926364,3.4926364,3.693331,3.693331,3.693331,3.6933331,3.6933331,3.6933331,73.91774,73.91774,73.91774,2022-11-15
52.184,4.932,12.5,12.5,12.5,12.48,12.48,12.48,12.95,12.95,12.95,13.77,13.77,13.77,77.0,77.0,77.0,2022-11-15
52.185,4.932,12.5,12.5,12.5,12.61,12.61,12.61,13.08,13.08,13.08,13.91,13.91,13.91,77.0,77.0,77.0,2022-11-15
52.217,4.932,12.42008,12.42008,12.42008,3.0907464,3.0907464,3.0907464,3.2740846,3.2740846,3.2740846,3.2812824,3.2812824,3.2812824,75.04082,75.04082,75.04082,2022-11-15
52.22,4.932,12.462806,12.462806,12.462806,2.8742223,2.8742223,2.8742223,3.0397468,3.0397468,3.0397468,3.0402074,3.0402074,3.0402074,74.32059,74.32059,74.32059,2022-11-15
52.221,4.932,12.489509,12.489509,12.489509,3.2621868,3.2621868,3.2621868,3.4496818,3.4496818,3.4496818,3.4497375,3.4497375,3.4497375,74.12985,74.12985,74.12985,2022-11-15
52.184,4.933,12.5,12.5,12.5,12.57,12.57,12.57,13.06,13.06,13.06,13.9,13.9,13.9,77.0,77.0,77.0,2022-11-15
52.217,4.933,12.462806,12.462806,12.462806,3.3180976,3.3180976,3.3180976,3.5094228,3.5094228,3.5094228,3.510253,3.510253,3.510253,74.569305,74.569305,74.569305,2022-11-15
52.219,4.933,12.433432,12.433432,12.433432,2.6178505,2.6178505,2.6178505,2.7788048,2.7788048,2.7788048,2.79201,2.79201,2.79201,74.509796,74.509796,74.509796,2022-11-15
52.22,4.933,12.433432,12.433432,12.433432,2.748572,2.748572,2.748572,2.9097786,2.9097786,2.9097786,2.91388,2.91388,2.91388,74.16495,74.16495,74.16495,2022-11-15
52.182,4.934,12.5,12.5,12.5,12.63,12.63,12.63,13.21,13.21,13.21,14.14,14.14,14.14,77.0,77.0,77.0,2022-11-15
52.183,4.934,12.5,12.5,12.5,12.57,12.57,12.57,13.12,13.12,13.12,14.03,14.03,14.03,77.0,77.0,77.0,2022-11-15
52.2,4.934,12.9,12.9,12.9,9.31,9.31,9.31,9.97,9.97,9.97,10.89,10.89,10.89,77.0,77.0,77.0,2022-11-15
52.218,4.934,12.461916,12.390707,12.518883,2.891936,2.813568,2.9478416,3.064402,2.9873235,3.11728,3.072292,3.0024786,3.117343,74.56982,74.45792,74.64255,2022-11-15
52.219,4.934,12.377355,12.377355,12.377355,2.6457753,2.6457753,2.6457753,2.8099,2.8099,2.8099,2.8250692,2.8250692,2.8250692,74.28549,74.28549,74.28549,2022-11-15
52.182,4.935,12.5,12.5,12.5,12.96,12.96,12.96,13.62,13.62,13.62,14.64,14.64,14.64,77.0,77.0,77.0,2022-11-15
52.2,4.935,12.9,12.9,12.9,9.28,9.28,9.28,9.88,9.88,9.88,10.73,10.73,10.73,77.0,77.0,77.0,2022-11-15
52.2,4.936,12.9,12.9,12.9,9.17,9.17,9.17,9.74,9.74,9.74,10.57,10.57,10.57,77.0,77.0,77.0,2022-11-15
52.2,4.937,12.9,12.9,12.9,9.83,9.83,9.83,10.47,10.47,10.47,11.39,11.39,11.39,77.0,77.0,77.0,2022-11-15
52.2,4.938,13.0,13.0,13.0,10.5,10.5,10.5,11.19,11.19,11.19,12.17,12.17,12.17,77.0,77.0,77.0,2022-11-15
52.2,4.939,13.0,13.0,13.0,10.68,10.68,10.68,11.35,11.35,11.35,12.32,12.32,12.32,77.0,77.0,77.0,2022-11-15
52.2,4.94,13.0,13.0,13.0,10.32,10.32,10.32,10.91,10.91,10.91,11.79,11.79,11.79,77.0,77.0,77.0,2022-11-15
52.2,4.941,13.0,13.0,13.0,9.16,9.16,9.16,9.68,9.68,9.68,10.45,10.45,10.45,77.0,77.0,77.0,2022-11-15
52.199,4.942,13.0,13.0,13.0,9.5,9.5,9.5,10.11,10.11,10.11,10.97,10.97,10.97,77.0,77.0,77.0,2022-11-15
52.2,4.942,13.0,13.0,13.0,9.09,9.09,9.09,9.61,9.61,9.61,10.4,10.4,10.4,77.0,77.0,77.0,2022-11-15
52.199,4.943,13.0,13.0,13.0,9.42,9.42,9.42,10.04,10.04,10.04,10.92,10.92,10.92,77.0,77.0,77.0,2022-11-15
52.214,4.86,10.193027,10.128938,10.257114,5.3039784,5.268733,5.339224,5.6087546,5.5714836,5.6460257,5.608756,5.5714855,5.646027,89.75737,89.709305,89.805435,2022-11-16
52.215,4.86,10.3137245,10.257114,10.355916,4.9554925,4.5398746,5.3170114,5.240244,4.800744,5.6225367,5.240246,4.8007455,5.622538,89.47493,89.18593,89.67268,2022-11-16
52.214,4.861,12.380916,10.14229,16.772717,4.825206,3.602483,5.4438004,5.1544824,3.9655218,5.756611,5.2197185,4.1612267,5.7566123,77.83524,53.488968,90.04654,2022-11-16
52.214,4.862,13.14641,10.086213,16.206608,4.3935294,3.4067461,5.380313,4.720797,3.7521183,5.6894755,4.8146243,3.9397717,5.6894774,72.709236,55.40703,90.011444,2022-11-16
52.214,4.863,13.828234,10.171663,15.840772,3.996595,3.219314,5.3889484,4.3600664,3.6274295,5.6986074,4.5279107,3.9072878,5.698609,68.03946,56.46295,89.99617,2022-11-16
52.214,4.864,11.910938,10.171663,15.346761,4.769097,3.184009,5.6315722,5.128235,3.6222599,5.955172,5.2349687,3.9424586,5.955174,79.493904,58.62973,90.05112,2022-11-16
52.213,4.865,12.6096735,10.128938,15.090409,4.3830485,3.1079319,5.658165,4.743657,3.5040216,5.983293,4.8800592,3.7768235,5.983295,74.66696,59.337753,89.99617,2022-11-16
52.213,4.866,12.623026,10.185015,15.061036,4.7232823,3.3676846,6.0788803,5.1043158,3.7804477,6.4281836,5.241814,4.0554423,6.4281855,74.83939,60.02899,89.649796,2022-11-16
52.213,4.867,12.597657,10.315861,14.879453,5.124075,3.9962318,6.2519183,5.551588,4.492011,6.611165,5.7184978,4.825828,6.611167,74.99961,60.372314,89.62691,2022-11-16
52.213,4.868,13.23542,10.315861,14.751277,4.85652,4.15865,6.1399717,5.314653,4.6581006,6.492786,5.53925,4.984817,6.492788,70.43665,60.881958,89.24086,2022-11-16
52.213,4.869,11.69019,10.273136,14.524299,5.332063,3.3851297,6.3627324,5.7084537,3.789647,6.728347,5.7962527,4.0530415,6.7283487,79.96236,61.402298,89.25612,2022-11-16
52.214,4.869,13.083212,10.273136,14.494926,4.1847544,3.2604015,6.027971,4.5659423,3.6613553,6.3743486,4.7424474,3.9237216,6.3743505,70.79473,61.541153,89.15541,2022-11-16
52.214,4.87,11.69019,10.315861,14.438849,5.1917124,3.2624202,6.1785316,5.561992,3.6657498,6.533561,5.652243,3.936498,6.533563,80.0417,61.765457,89.268326,2022-11-16
52.215,4.87,11.708882,10.315861,14.425497,5.3797183,3.254019,6.596481,5.7611623,3.657947,6.9755263,5.851865,3.9300506,6.9755282,79.83875,61.97603,88.80597,2022-11-16
52.216,4.87,14.299992,14.299992,14.299992,3.460317,3.460317,3.460317,3.8885434,3.8885434,3.8885434,4.1762557,4.1762557,4.1762557,62.075226,62.075226,62.075226,2022-11-16
52.216,4.871,12.725566,10.371938,14.326695,4.245363,3.31428,5.4545684,4.6363735,3.7285903,5.7679977,4.820829,4.0093727,5.7679996,73.00587,62.323944,88.833435,2022-11-16
52.216,4.872,10.611315,10.22774,14.187838,5.4945483,3.736925,6.7277765,5.8308277,4.2393804,7.114367,5.856606,4.6002593,7.114369,87.403885,62.83664,89.93666,2022-11-16
52.216,4.873,12.108987,10.22774,13.990234,4.844625,3.3833241,6.3059254,5.2554603,3.8426452,6.668275,5.4215913,4.174906,6.668277,76.50339,63.106735,89.90004,2022-11-16
52.216,4.874,12.030212,10.185015,13.87541,4.6237144,3.334981,5.9124484,5.019899,3.7876093,6.2521887,5.183575,4.11496,6.25219,76.77881,63.55992,89.997696,2022-11-16
52.216,4.875,11.476564,10.214389,13.915465,5.225578,3.6578684,6.042285,5.622059,4.156687,6.3894854,5.7427316,4.5187,6.3894873,81.30108,63.97191,90.0618,2022-11-16
52.216,4.876,12.569618,10.171663,13.846036,4.581408,3.5316014,6.669678,5.0394616,4.0282235,7.05293,5.283788,4.3965826,7.0529323,72.7311,64.14435,89.831375,2022-11-16
52.216,4.877,11.959449,10.185015,13.733882,5.0117717,3.1908145,6.832729,5.432148,3.6389458,7.22535,5.5982003,3.9710488,7.225352,77.19004,64.48309,89.89699,2022-11-16
52.216,4.878,11.811245,10.072861,13.549629,5.1198387,3.130168,7.1095095,5.54345,3.5688653,7.5180345,5.705771,3.8935049,7.518037,77.31288,64.5426,90.08316,2022-11-16
52.216,4.879,11.755168,10.030136,13.480201,5.168768,2.9890275,7.348508,5.5856667,3.4005668,7.7707663,5.736042,3.7013152,7.7707686,77.50209,64.90576,90.09842,2022-11-16
52.216,4.88,11.251367,10.115587,13.522926,5.351982,2.821693,6.6808186,5.733058,3.2044578,7.06471,5.8252993,3.481178,7.0647125,81.79497,65.13466,90.23117,2022-11-16
52.216,4.881,11.783207,10.14229,13.424124,4.353267,2.4779735,6.2285614,4.7007456,2.8150256,6.586466,4.8228245,3.0591817,6.5864677,77.74471,65.45509,90.03433,2022-11-16
52.216,4.882,12.278553,10.14229,13.368047,3.7540717,2.650326,5.810858,4.1108346,3.0102293,6.14476,4.2877445,3.270626,6.144762,73.906555,65.73738,90.08011,2022-11-16
52.216,4.883,11.656365,9.974059,13.338673,4.5887065,2.9083145,6.2690988,4.9642105,3.299089,6.6293325,5.104473,3.5796118,6.6293344,78.0415,65.91591,90.16708,2022-11-16
52.216,4.884,11.620317,10.043488,13.197146,4.5930657,3.058447,6.127685,4.972291,3.4647894,6.479793,5.1169057,3.7540166,6.479795,78.17197,66.05783,90.2861,2022-11-16
52.216,4.885,11.613641,10.003433,13.223849,4.694064,3.105002,6.2831264,5.0800495,3.5159326,6.644166,5.225864,3.8075602,6.644168,78.44891,66.36453,90.533295,2022-11-16
52.216,4.886,11.525521,9.960708,13.082322,4.811536,2.9463105,6.8723617,5.1979074,3.3334057,7.26726,5.335741,3.6065748,7.267262,78.498505,66.38437,90.52261,2022-11-16
52.217,4.886,9.932669,9.917982,9.947356,6.142321,5.9122305,6.3724113,6.49527,6.251958,6.7385817,6.4952717,6.25196,6.7385836,90.408936,90.28,90.53787,2022-11-16
52.218,4.886,9.93801,9.888609,9.987411,6.8161125,6.7649846,6.867241,7.2077785,7.1537127,7.2618446,7.207781,7.1537147,7.261847,90.68283,90.65079,90.714874,2022-11-16
52.216,4.887,12.98619,12.98619,12.98619,2.6796603,2.6796603,2.6796603,3.0305254,3.0305254,3.0305254,3.2774708,3.2774708,3.2774708,66.57968,66.57968,66.57968,2022-11-16
52.218,4.887,9.939344,9.931334,9.947356,5.69732,5.4070306,5.987609,6.024698,5.717728,6.3316674,6.0246997,5.7177296,6.3316693,90.6546,90.629425,90.67978,2022-11-16
52.216,4.888,12.943465,12.943465,12.943465,2.7206051,2.7206051,2.7206051,3.068411,3.068411,3.068411,3.3085694,3.3085694,3.3085694,66.58121,66.58121,66.58121,2022-11-16
52.218,4.888,9.875257,9.875257,9.875257,5.334036,5.334036,5.334036,5.640539,5.640539,5.640539,5.6405406,5.6405406,5.6405406,90.41885,90.41885,90.41885,2022-11-16
52.216,4.889,12.74586,12.74586,12.74586,2.8476403,2.8476403,2.8476403,3.2117205,3.2117205,3.2117205,3.4631336,3.4631336,3.4631336,67.03899,67.03899,67.03899,2022-11-16
52.218,4.889,9.868582,9.848554,9.888609,5.666621,5.554242,5.7790003,5.992235,5.873399,6.111072,5.9922376,5.8734007,6.111074,90.20523,90.125885,90.28458,2022-11-16
52.216,4.89,12.767222,12.74586,12.788586,2.5249348,2.4598124,2.590057,2.8428319,2.7667558,2.918908,3.0595784,2.974457,3.1447,67.578384,67.28618,67.87059,2022-11-16
52.218,4.89,9.861905,9.861905,9.861905,6.020991,6.020991,6.020991,6.3669677,6.3669677,6.3669677,6.3669696,6.3669696,6.3669696,90.13046,90.13046,90.13046,2022-11-16
52.216,4.891,12.700465,12.700465,12.700465,2.476796,2.476796,2.476796,2.7837327,2.7837327,2.7837327,2.9902012,2.9902012,2.9902012,67.80803,67.80803,67.80803,2022-11-16
52.219,4.891,9.888609,9.888609,9.888609,5.9433904,5.9433904,5.9433904,6.2849083,6.2849083,6.2849083,6.28491,6.28491,6.28491,90.569916,90.569916,90.569916,2022-11-16
52.216,4.892,12.732509,12.732509,12.732509,2.6612377,2.6612377,2.6612377,2.9881003,2.9881003,2.9881003,3.2062676,3.2062676,3.2062676,68.044556,68.044556,68.044556,2022-11-16
52.219,4.892,9.94602,9.917982,9.974059,6.0997252,5.8702865,6.329164,6.4502263,6.2076035,6.692849,6.450228,6.2076054,6.692851,90.67444,90.65231,90.69656,2022-11-16
52.216,4.893,12.518883,12.518883,12.518883,2.7963119,2.7963119,2.7963119,3.1350522,3.1350522,3.1350522,3.3583825,3.3583825,3.3583825,68.02319,68.02319,68.02319,2022-11-16
52.219,4.893,9.931334,9.931334,9.931334,6.112029,6.112029,6.112029,6.4632373,6.4632373,6.4632373,6.463239,6.463239,6.463239,90.69809,90.69809,90.69809,2022-11-16
52.216,4.894,12.5535965,12.532234,12.574959,2.8388407,2.7859042,2.8917773,3.175442,3.1133714,3.2375126,3.3930242,3.3233118,3.4627364,68.178825,67.99571,68.36194,2022-11-16
52.22,4.894,9.875257,9.875257,9.875257,5.938212,5.938212,5.938212,6.2794323,6.2794323,6.2794323,6.279434,6.279434,6.279434,90.48294,90.48294,90.48294,2022-11-16
52.216,4.895,12.502861,12.502861,12.502861,2.6760147,2.6760147,2.6760147,2.9846206,2.9846206,2.9846206,3.1788254,3.1788254,3.1788254,68.76019,68.76019,68.76019,2022-11-16
52.22,4.895,9.888609,9.888609,9.888609,5.6148,5.6148,5.6148,5.9374366,5.9374366,5.9374366,5.9374385,5.9374385,5.9374385,89.93666,89.93666,89.93666,2022-11-16
52.216,4.896,12.489509,12.489509,12.489509,2.7668567,2.7668567,2.7668567,3.0855362,3.0855362,3.0855362,3.2858279,3.2858279,3.2858279,68.75867,68.75867,68.75867,2022-11-16
52.22,4.896,9.917982,9.917982,9.917982,5.680188,5.532722,5.8276544,6.006582,5.8506417,6.162522,6.0065837,5.8506436,6.1625237,90.2327,90.01602,90.44937,2022-11-16
52.216,4.897,12.476157,12.476157,12.476157,6.4738135,6.4738135,6.4738135,7.189633,7.189633,7.189633,7.62087,7.62087,7.62087,68.90973,68.90973,68.90973,2022-11-16
52.22,4.897,10.003433,10.003433,10.003433,6.1696315,6.1696315,6.1696315,6.52415,6.52415,6.52415,6.524152,6.524152,6.524152,90.81711,90.81711,90.81711,2022-11-16
52.216,4.898,12.476157,12.476157,12.476157,5.4400716,5.4400716,5.4400716,6.0243225,6.0243225,6.0243225,6.365046,6.365046,6.365046,68.955505,68.955505,68.955505,2022-11-16
52.221,4.898,9.952697,9.931334,9.974059,6.088672,6.0520897,6.1252546,6.4385386,6.3998537,6.477223,6.4385405,6.3998556,6.477225,90.346375,90.27542,90.41733,2022-11-16
52.216,4.899,12.441443,12.42008,12.462806,3.7436228,3.1784604,4.3087854,4.1341314,3.5066593,4.7616034,4.3541183,3.6892266,5.0190096,69.10047,68.96466,69.23628,2022-11-16
52.221,4.899,9.904631,9.904631,9.904631,5.930581,5.930581,5.930581,6.2713633,6.2713633,6.2713633,6.271365,6.271365,6.271365,90.23422,90.23422,90.23422,2022-11-16
52.216,4.9,12.390707,12.390707,12.390707,2.5879495,2.5879495,2.5879495,2.8540618,2.8540618,2.8540618,3.0013158,3.0013158,3.0013158,69.36903,69.36903,69.36903,2022-11-16
52.221,4.9,10.003433,10.003433,10.003433,5.8474054,5.8474054,5.8474054,6.183408,6.183408,6.183408,6.1834097,6.1834097,6.1834097,90.49667,90.49667,90.49667,2022-11-16
52.222,4.9,10.043488,10.043488,10.043488,6.0529265,6.0529265,6.0529265,6.4007387,6.4007387,6.4007387,6.4007406,6.4007406,6.4007406,90.83542,90.83542,90.83542,2022-11-16
52.216,4.901,12.307927,12.307927,12.307927,2.6192675,2.6192675,2.6192675,2.8936682,2.8936682,2.8936682,3.0490608,3.0490608,3.0490608,69.56435,69.56435,69.56435,2022-11-16
52.222,4.901,9.917982,9.917982,9.917982,6.643292,6.643292,6.643292,7.0250278,7.0250278,7.0250278,7.0250297,7.0250297,7.0250297,90.751495,90.751495,90.751495,2022-11-16
52.216,4.902,12.25719,12.193102,12.321278,2.5790367,2.5603654,2.597708,2.854139,2.8365479,2.8717303,3.0133111,2.9984205,3.028202,69.987785,69.93971,70.03586,2022-11-16
52.222,4.902,10.016784,10.016784,10.016784,6.835894,6.835894,6.835894,7.228697,7.228697,7.228697,7.2286987,7.2286987,7.2286987,90.78354,90.78354,90.78354,2022-11-16
52.216,4.903,12.307927,12.307927,12.307927,2.620254,2.620254,2.620254,2.9158294,2.9158294,2.9158294,3.0977092,3.0977092,3.0977092,70.33951,70.33951,70.33951,2022-11-16
52.222,4.903,9.987411,9.987411,9.987411,6.9011264,6.9011264,6.9011264,7.2976775,7.2976775,7.2976775,7.2976794,7.2976794,7.2976794,90.821686,90.821686,90.821686,2022-11-16
52.216,4.904,12.362668,12.347981,12.377355,2.8021286,2.6807017,2.9235554,3.1292708,2.9897892,3.2687523,3.3376353,3.184261,3.4910097,70.32654,70.196075,70.457,2022-11-16
52.222,4.904,9.904631,9.861905,9.947356,6.8525887,6.6533895,7.0517874,7.2463503,7.035705,7.456996,7.2463527,7.0357075,7.456998,91.06507,90.966644,91.1635,2022-11-16
52.216,4.905,12.235828,12.235828,12.235828,2.9075105,2.9075105,2.9075105,3.2539086,3.2539086,3.2539086,3.4788296,3.4788296,3.4788296,70.289154,70.289154,70.289154,2022-11-16
52.223,4.905,9.861905,9.861905,9.861905,6.4613867,6.4613867,6.4613867,6.8326693,6.8326693,6.8326693,6.8326716,6.8326716,6.8326716,90.87509,90.87509,90.87509,2022-11-16
52.216,4.906,12.319943,12.291905,12.347981,2.715381,2.6874506,2.7433114,3.0396292,3.0091655,3.070093,3.250616,3.2189877,3.2822444,70.34714,70.255585,70.43869,2022-11-16
52.223,4.906,9.911306,9.904631,9.917982,6.2969904,6.058981,6.5349994,6.6588264,6.407141,6.910512,6.6588287,6.407143,6.9105144,90.61035,90.58365,90.637054,2022-11-16
52.216,4.907,12.278553,12.278553,12.278553,2.9226828,2.9226828,2.9226828,3.2730975,3.2730975,3.2730975,3.501963,3.501963,3.501963,70.14267,70.14267,70.14267,2022-11-16
52.224,4.907,9.917982,9.888609,9.947356,6.4996223,6.234667,6.7645783,6.873102,6.5929217,7.153283,6.8731046,6.5929236,7.1532855,90.91172,90.751495,91.071945,2022-11-16
52.216,4.908,12.307927,12.307927,12.307927,3.1965399,3.1965399,3.1965399,3.5808673,3.5808673,3.5808673,3.832531,3.832531,3.832531,70.25711,70.25711,70.25711,2022-11-16
52.224,4.908,9.917982,9.917982,9.917982,6.998854,6.998854,6.998854,7.4010205,7.4010205,7.4010205,7.401023,7.401023,7.401023,90.78812,90.78812,90.78812,2022-11-16
52.216,4.909,12.179751,12.179751,12.179751,3.3779743,3.3779743,3.3779743,3.7773898,3.7773898,3.7773898,4.0349016,4.0349016,4.0349016,70.5806,70.5806,70.5806,2022-11-16
52.225,4.909,9.988746,9.947356,10.030136,6.83538,6.7420993,6.9286613,7.2281537,7.129513,7.3267946,7.2281556,7.1295147,7.3267965,90.60806,90.56534,90.65079,2022-11-16
52.216,4.91,12.123674,12.123674,12.123674,3.2112608,2.9958532,3.4266682,3.594371,3.354823,3.833919,3.8434463,3.5891454,4.0977473,70.56839,70.53177,70.60501,2022-11-16
52.225,4.91,10.002097,9.974059,10.030136,6.8535933,6.8532834,6.853903,7.2474127,7.247085,7.2477403,7.247415,7.2470875,7.2477427,90.891884,90.73776,91.046005,2022-11-16
52.216,4.911,12.179751,12.179751,12.179751,3.328773,3.328773,3.328773,3.733334,3.733334,3.733334,4.000846,4.000846,4.000846,70.73624,70.73624,70.73624,2022-11-16
52.225,4.911,9.947356,9.947356,9.947356,7.0809464,7.0809464,7.0809464,7.4878306,7.4878306,7.4878306,7.4878325,7.4878325,7.4878325,90.785065,90.785065,90.785065,2022-11-16
52.216,4.912,12.153047,12.153047,12.153047,3.4720216,3.337614,3.6064289,3.8947012,3.7405467,4.048856,4.174613,4.005377,4.343849,70.7576,70.66757,70.847626,2022-11-16
52.225,4.912,10.043488,10.043488,10.043488,7.314211,7.314211,7.314211,7.7344985,7.7344985,7.7344985,7.734501,7.734501,7.734501,91.39696,91.39696,91.39696,2022-11-16
52.216,4.913,12.038223,12.038223,12.038223,3.3916683,3.3916683,3.3916683,3.7902975,3.7902975,3.7902975,4.0458355,4.0458355,4.0458355,70.86594,70.86594,70.86594,2022-11-16
52.225,4.913,10.115587,10.115587,10.115587,7.31073,7.31073,7.31073,7.730818,7.730818,7.730818,7.73082,7.73082,7.73082,91.25963,91.25963,91.25963,2022-11-16
52.216,4.914,12.123674,12.123674,12.123674,3.3023944,3.3023944,3.3023944,3.6876216,3.6876216,3.6876216,3.9327836,3.9327836,3.9327836,70.888824,70.888824,70.888824,2022-11-16
52.225,4.914,10.058174,10.030136,10.086213,7.234254,7.001255,7.467253,7.649947,7.4035597,7.8963346,7.649949,7.4035616,7.896337,91.157394,91.012436,91.30235,2022-11-16
52.216,4.915,12.123674,12.123674,12.123674,3.5699968,3.5699968,3.5699968,3.99937,3.99937,3.99937,4.2806153,4.2806153,4.2806153,71.16197,71.16197,71.16197,2022-11-16
52.225,4.915,10.05951,10.05951,10.05951,7.786668,7.786668,7.786668,8.234104,8.234104,8.234104,8.234106,8.234106,8.234106,91.37407,91.37407,91.37407,2022-11-16
52.216,4.916,12.087624,12.022201,12.153047,3.2654245,3.2595935,3.2712555,3.6717067,3.6700556,3.6733577,3.9459414,3.9419289,3.9499538,71.252,71.23216,71.271835,2022-11-16
52.225,4.916,10.102235,10.102235,10.102235,8.096612,8.096612,8.096612,8.561858,8.561858,8.561858,8.561861,8.561861,8.561861,91.17265,91.17265,91.17265,2022-11-16
52.216,4.917,12.038223,12.038223,12.038223,3.1753566,3.1753566,3.1753566,3.5801444,3.5801444,3.5801444,3.8589952,3.8589952,3.8589952,71.32829,71.32829,71.32829,2022-11-16
52.225,4.917,10.043488,10.043488,10.043488,8.508422,8.508422,8.508422,8.997331,8.997331,8.997331,8.997334,8.997334,8.997334,91.14061,91.14061,91.14061,2022-11-16
52.216,4.918,12.038223,12.038223,12.038223,3.1167073,3.1167073,3.1167073,3.5106926,3.5106926,3.5106926,3.7802231,3.7802231,3.7802231,71.49309,71.49309,71.49309,2022-11-16
52.225,4.918,10.038147,9.960708,10.115587,8.683764,8.674882,8.692647,9.18275,9.173357,9.1921425,9.182753,9.173359,9.192145,91.16578,90.888824,91.44273,2022-11-16
52.216,4.919,11.952773,11.952773,11.952773,3.119837,3.119837,3.119837,3.513818,3.513818,3.513818,3.783119,3.783119,3.783119,71.67009,71.67009,71.67009,2022-11-16
52.226,4.919,10.066185,10.05951,10.072861,9.4746685,9.237659,9.711678,10.0191,9.768472,10.269728,10.019103,9.768475,10.269731,91.692215,91.689926,91.6945,2022-11-16
52.227,4.919,10.128938,10.128938,10.128938,10.046609,10.046609,10.046609,10.623905,10.623905,10.623905,10.623908,10.623908,10.623908,91.419846,91.419846,91.419846,2022-11-16
52.216,4.92,11.979476,11.979476,11.979476,3.6086886,3.6086886,3.6086886,4.062476,4.062476,4.062476,4.371556,4.371556,4.371556,72.00122,72.00122,72.00122,2022-11-16
52.227,4.92,10.086213,10.086213,10.086213,10.619385,10.619385,10.619385,11.229593,11.229593,11.229593,11.229597,11.229597,11.229597,91.44426,91.44426,91.44426,2022-11-16
52.216,4.921,12.064927,12.064927,12.064927,4.1847816,4.1847816,4.1847816,4.7124863,4.7124863,4.7124863,5.072757,5.072757,5.072757,72.00122,72.00122,72.00122,2022-11-16
52.227,4.921,10.128938,10.128938,10.128938,10.097614,10.097614,10.097614,10.677841,10.677841,10.677841,10.677845,10.677845,10.677845,91.52055,91.52055,91.52055,2022-11-16
52.216,4.922,11.923399,11.923399,11.923399,4.945139,4.945139,4.945139,5.554653,5.554653,5.554653,5.9627314,5.9627314,5.9627314,72.2652,72.2652,72.2652,2022-11-16
52.227,4.922,10.185015,10.185015,10.185015,10.110942,10.110942,10.110942,10.691935,10.691935,10.691935,10.691938,10.691938,10.691938,91.58922,91.58922,91.58922,2022-11-16
52.216,4.923,12.096971,12.096971,12.096971,4.661954,4.661954,4.661954,5.2242875,5.2242875,5.2242875,5.5935993,5.5935993,5.5935993,72.49866,72.49866,72.49866,2022-11-16
52.226,4.923,10.198367,10.198367,10.198367,10.713554,10.713554,10.713554,11.329175,11.329175,11.329175,11.329178,11.329178,11.329178,91.56633,91.56633,91.56633,2022-11-16
52.227,4.923,10.214389,10.214389,10.214389,10.746652,10.746652,10.746652,11.364173,11.364173,11.364173,11.364177,11.364177,11.364177,91.5526,91.5526,91.5526,2022-11-16
52.216,4.924,12.038223,12.038223,12.038223,4.333191,4.333191,4.333191,4.8532968,4.8532968,4.8532968,5.193339,5.193339,5.193339,72.37659,72.37659,72.37659,2022-11-16
